ssn	occupation	education	gender	salary
h175632031	health-support-worker	certificate-ii	f	34478
e173558085	ict-professional	bachelor-degree	f	128640
d175253795	taxi-driver	secondary-school	f	11887
a157137575	legal-professional	bachelor-degree	f	135772
b149733475	ict-professional	advance-diploma	m	117594
h193925874	ict-technician	bachelor-degree	f	73481
b180053545	clerks	certificate-i	m	49240
d184135065	other-technician	diploma	f	108218
d183403859	ict-professional	bachelor-degree	f	121290
f181085803	carer	certificate-i	m	78215
a131516578	health-professional	advance-diploma	f	86606
h187569331	construction-worker	certificate-iv	f	60194
h135388083	art-media-professional	graduate-certificate	f	133098
f151189453	ict-technician	bachelor-degree	f	92065
d183851501	machinary-driver	senior-secondary-school	m	11092
d153371863	secretary	certificate-i	m	39110
f153872678	chief-executive	graduate-diploma	f	135637
c153567888	carer	certificate-i	f	71417
e168858534	other-technician	diploma	m	115486
d135717689	ict-professional	advance-diploma	f	92402
d194059073	automotive-worker	certificate-iii	f	88055
a105805593	ict-technician	certificate-iv	m	96933
g189373507	carer	certificate-i	f	40571
g151139430	automotive-worker	certificate-ii	f	81548
a145993203	other-technician	certificate-iii	f	135251
b192835654	health-professional	doctoral-degree	m	80147
g104532959	shop-assistent	secondary-school	f	6736
f159783055	ict-technician	advance-diploma	f	136093
b153946611	other-clerical-worker	certificate-i	m	34414
d165933083	health-support-worker	certificate-ii	m	71610
a173563970	engineering-worker	certificate-iv	f	64139
e137399503	ict-technician	diploma	f	99275
d193151989	un-employed	secondary-school	m	3648
e197369056	ict-technician	bachelor-degree	f	76495
d199593605	machinary-driver	senior-secondary-school	f	17224
a199968953	other-service-worker	certificate-ii	m	30926
f104354106	ict-technician	diploma	f	110901
h174531102	un-employed	secondary-school	m	2895
b135253480	engineering-worker	certificate-ii	f	58520
h157430540	casual-worker	secondary-school	m	8726
h138548045	construction-labourer	secondary-school	f	17769
h146544290	carer	certificate-ii	f	58382
f120435542	other-labourer	secondary-school	m	16827
i154242047	machinary-driver	secondary-school	m	17516
e144510707	general-manager	masters-degree	f	168150
f154874350	ict-technician	certificate-iii	m	145140
g164024305	engineering-worker	certificate-ii	m	97294
b166707454	other-technician	bachelor-degree	m	125770
d180482654	secretary	certificate-i	m	30748
h148558620	ict-professional	graduate-certificate	f	82831
h154121514	clerical-worker	certificate-i	m	44694
g142510384	other-technician	certificate-iii	f	79780
c122411537	clerical-worker	certificate-i	m	46455
e144225315	health-professional	graduate-certificate	m	106142
e108415547	other-service-worker	certificate-ii	f	76639
a115053524	engineering-worker	certificate-ii	f	55278
e114419559	carer	certificate-ii	f	53995
g117450487	ict-technician	bachelor-degree	f	82897
i144995217	manager	graduate-diploma	f	124170
i158481406	construction-worker	certificate-ii	f	59763
d109594241	ict-technician	certificate-iv	f	125514
c164991175	ict-technician	diploma	f	122579
e191479458	casual-worker	secondary-school	f	8543
h191911544	legal-professional	bachelor-degree	f	86611
h101025454	other-worker	diploma	f	63053
b114222352	engineering-worker	certificate-iv	f	68992
g158142445	legal-professional	bachelor-degree	f	120563
f124926085	engineering-worker	certificate-iii	m	82565
a120408425	construction-worker	diploma	m	89430
a155430242	carer	certificate-i	m	62046
a175477254	ict-technician	bachelor-degree	f	73280
i122343555	secretary	senior-secondary-school	f	30902
h154055392	other-service-worker	certificate-i	m	43830
d152242364	ict-professional	bachelor-degree	f	118764
f129245272	ict-technician	bachelor-degree	m	87047
h140289365	carer	certificate-ii	f	33495
i174915822	engineering-worker	certificate-iv	f	84640
a159244789	taxi-driver	senior-secondary-school	f	18395
d124529715	other-worker	certificate-ii	f	85278
i129913455	general-manager	masters-degree	m	137447
e124959249	education-professional	graduate-certificate	f	108952
h140732254	ict-technician	advance-diploma	f	97315
a130465309	automotive-worker	certificate-iv	f	99084
h183345351	other-technician	diploma	f	87230
d143165334	other-labourer	senior-secondary-school	m	19911
g103950246	part-time-worker	secondary-school	f	7486
a141375353	other-clerical-worker	certificate-i	f	39544
g143033352	machinary-driver	senior-secondary-school	f	16272
i153763432	ict-professional	graduate-diploma	m	118958
f134256056	automotive-worker	certificate-iii	f	70296
d155473724	construction-worker	certificate-iii	f	63673
h155470783	secretary	senior-secondary-school	m	32345
h186234595	general-manager	graduate-diploma	f	117114
b199438645	other-service-worker	certificate-i	m	42095
c115804444	construction-worker	diploma	f	76748
e161473495	taxi-driver	secondary-school	f	19732
g141529444	chief-executive	masters-degree	f	136371
h144559443	automotive-worker	certificate-iv	f	80549
g143442654	other-technician	certificate-iii	m	116880
i184745154	engineering-worker	certificate-iii	f	52438
e166784435	personal-assistant	certificate-i	f	44337
d125085574	other-technician	advance-diploma	f	79532
a101554415	engineering-worker	diploma	f	62004
e119517754	other-labourer	senior-secondary-school	m	11111
f120015454	education-professional	masters-degree	f	128689
i144576855	education-professional	advance-diploma	m	100128
h140985485	secretary	senior-secondary-school	f	31175
a165555044	art-media-professional	bachelor-degree	m	133979
f150437560	machinary-driver	senior-secondary-school	f	12524
h179150466	health-professional	bachelor-degree	f	100963
e194605573	clerical-worker	senior-secondary-school	m	41326
h142415716	casual-worker	secondary-school	m	5537
e146814851	other-worker	diploma	f	50003
d152246562	clerical-worker	senior-secondary-school	f	47558
g124464925	other-service-worker	certificate-ii	m	75723
c136467355	ict-technician	certificate-iii	m	90230
d134665455	clerks	senior-secondary-school	m	31845
e154844076	construction-worker	certificate-iv	f	66156
a167457747	art-media-professional	bachelor-degree	f	110722
i152866844	looking-for-employment	secondary-school	m	1056
g149468625	other-technician	certificate-iv	f	96847
d144351879	other-technician	bachelor-degree	f	136287
h175154416	ict-technician	advance-diploma	m	85966
d157045367	shop-assistent	secondary-school	f	6150
b115034479	health-support-worker	certificate-i	m	74493
a102738452	construction-worker	certificate-iv	f	79130
b137488953	construction-worker	certificate-iii	m	90614
d102654743	other-technician	advance-diploma	m	70049
b124274425	clerical-worker	senior-secondary-school	f	40550
a151364781	taxi-driver	senior-secondary-school	f	19035
f195764799	legislator	graduate-diploma	f	146094
f175704745	engineering-worker	certificate-iv	m	52596
g128755497	ict-professional	bachelor-degree	m	81742
c172831954	other-service-worker	certificate-i	f	56866
d194167509	engineering-worker	certificate-iv	f	78429
i197415752	ict-professional	graduate-certificate	f	115210
c143115597	legislator	graduate-certificate	m	124829
e172549277	other-service-worker	certificate-ii	f	59428
d135203498	general-manager	graduate-diploma	f	190439
h167454782	engineering-worker	diploma	m	84443
b155536841	health-support-worker	certificate-ii	m	63037
e188750534	engineering-worker	certificate-iii	m	65551
g184007754	construction-worker	certificate-ii	m	64368
a125585445	construction-worker	certificate-iv	f	82533
b158145635	art-media-professional	graduate-certificate	m	97332
a175858042	other-clerical-worker	senior-secondary-school	f	35296
c183876495	other-worker	certificate-iii	m	95344
h158882947	clerical-worker	senior-secondary-school	m	48950
f190568047	machinary-driver	senior-secondary-school	f	18220
e129498551	construction-worker	diploma	f	53611
g194367158	other-clerical-worker	senior-secondary-school	f	38342
c112027549	personal-services-worker	certificate-i	f	67241
c159901141	ict-technician	bachelor-degree	f	124517
g149759248	factory-worker	senior-secondary-school	f	15522
a195501074	other-worker	certificate-ii	f	62826
i150745948	other-technician	bachelor-degree	f	115194
f145917459	other-worker	certificate-iii	f	84289
f186943725	ict-technician	advance-diploma	m	148928
f159966547	ict-technician	diploma	f	140714
a181190564	legislator	doctoral-degree	f	166272
h193488252	engineering-worker	certificate-iv	m	68048
e102052512	general-manager	graduate-diploma	f	123555
c155504151	engineering-worker	certificate-iv	f	59834
a120655755	other-worker	certificate-iv	f	73890
c133070055	legal-professional	graduate-certificate	f	83587
h151606453	other-technician	advance-diploma	f	86919
b145445023	other-technician	certificate-iv	f	144743
g115590524	other-worker	diploma	m	66653
i150655575	other-worker	certificate-iv	f	65200
i165210759	automotive-worker	certificate-iii	f	88925
h156846015	legal-professional	graduate-certificate	f	86449
f195475306	machinary-driver	senior-secondary-school	m	13957
g150735205	personal-services-worker	certificate-ii	f	30197
g185310515	other-technician	certificate-iv	f	136193
b181261515	legal-professional	masters-degree	f	138248
h185793511	ict-technician	certificate-iv	f	99136
c130590150	clerks	certificate-i	f	38264
f135504571	general-manager	graduate-certificate	f	106203
f139548571	carer	certificate-i	f	39295
h188715557	carer	certificate-i	f	41113
f115065591	farm-worker	secondary-school	f	18355
i116625405	construction-worker	certificate-iv	m	99289
g165346851	ict-technician	certificate-iv	m	145398
c119255751	other-clerical-worker	certificate-i	m	42655
b195806154	carer	certificate-ii	f	48227
b153057256	clerical-worker	senior-secondary-school	f	43392
f155425450	construction-worker	certificate-iii	f	66893
c162154405	construction-worker	certificate-iv	f	94415
g175128511	construction-worker	certificate-iii	f	94339
f121156685	ict-technician	diploma	f	104259
d153874502	taxi-driver	senior-secondary-school	f	10741
d152085457	ict-technician	diploma	m	118619
h125550450	general-manager	doctoral-degree	f	117696
c126150516	other-technician	certificate-iv	f	81316
e136521952	ict-technician	advance-diploma	f	144587
b125591259	carer	certificate-ii	f	46428
e121753650	general-manager	masters-degree	m	161365
a155125335	casual-worker	secondary-school	m	9822
c135264950	carer	certificate-i	m	41916
f127365575	ict-technician	advance-diploma	f	115825
g180511453	chief-executive	graduate-diploma	f	144802
b194224535	ict-technician	certificate-iv	f	79345
d146346558	ict-technician	certificate-iii	f	80357
i173549665	ict-technician	advance-diploma	m	96226
e153531545	ict-technician	advance-diploma	f	106555
f137595623	education-professional	advance-diploma	f	97497
h155361447	ict-technician	certificate-iii	f	127345
c125376257	machinary-driver	secondary-school	m	16934
i135099508	other-worker	diploma	f	67209
f185259353	other-technician	certificate-iv	f	77090
d181365453	part-time-worker	secondary-school	f	7877
f189293955	legislator	graduate-diploma	f	189251
e110503454	personal-services-worker	certificate-ii	f	79493
g153045123	clerical-worker	certificate-i	f	37483
h133053445	ict-technician	certificate-iv	f	135424
d184540536	education-professional	graduate-diploma	m	146525
d135059649	automotive-worker	certificate-iv	f	56074
c153546025	health-professional	bachelor-degree	m	142592
c135438560	engineering-worker	certificate-ii	m	86750
h165450125	other-worker	diploma	m	86998
i155555634	ict-professional	bachelor-degree	m	117245
a148574605	engineering-worker	certificate-iv	m	63730
b145959817	machinary-driver	senior-secondary-school	f	18934
c183885549	legal-professional	advance-diploma	m	100492
g155076759	personal-services-worker	certificate-ii	m	50655
g102655251	engineering-worker	diploma	f	82768
i179255158	ict-technician	bachelor-degree	m	94131
c135150356	other-technician	bachelor-degree	f	84211
f132355535	other-worker	diploma	f	60975
f127655455	clerks	senior-secondary-school	f	49731
i123575665	part-time-worker	secondary-school	m	9535
b152086955	other-worker	certificate-iv	f	60446
f170169551	un-employed	secondary-school	f	4787
e152625022	factory-worker	secondary-school	m	10601
g164575041	legislator	graduate-diploma	f	170189
f164558402	ict-professional	advance-diploma	f	88514
f165251594	machinary-driver	secondary-school	f	14343
f137655074	health-professional	graduate-diploma	m	107446
e155286917	machinary-driver	senior-secondary-school	m	13157
a156558768	construction-worker	certificate-iv	f	72561
d195782536	looking-for-employment	secondary-school	m	1391
a185586478	ict-technician	certificate-iii	m	118405
h195997456	health-professional	advance-diploma	f	97386
h157951514	ict-technician	advance-diploma	f	78278
g145157973	un-employed	secondary-school	m	4363
i134585107	health-professional	doctoral-degree	f	140641
d157251715	other-worker	diploma	m	75621
f155635997	engineering-worker	certificate-ii	f	73016
c194575467	other-technician	advance-diploma	m	109275
c125543779	ict-technician	diploma	f	102834
f104950795	other-technician	bachelor-degree	f	88384
d185285253	personal-services-worker	certificate-i	f	40383
a155525810	health-support-worker	certificate-i	m	49801
c185082055	part-time-worker	secondary-school	m	7400
b177564589	health-support-worker	certificate-i	f	45895
h135980157	art-media-professional	graduate-certificate	m	141594
g151558788	ict-technician	certificate-iv	f	70551
h188745735	education-professional	advance-diploma	f	114555
e159082705	engineering-worker	certificate-iv	m	56613
d118652885	health-support-worker	certificate-ii	m	43061
e195745985	art-media-professional	bachelor-degree	f	145213
a190959051	farm-worker	senior-secondary-school	m	17882
h199516550	ict-professional	graduate-diploma	f	85481
f153939157	personal-assistant	senior-secondary-school	m	37882
b155159520	un-employed	secondary-school	f	3586
e157187958	education-professional	advance-diploma	f	143827
h195955935	general-manager	graduate-certificate	f	130565
i154792546	manager	graduate-certificate	f	103615
a195959440	chief-executive	graduate-certificate	f	143043
g135096505	engineering-worker	certificate-ii	m	56307
b100585595	health-professional	bachelor-degree	f	134399
c159855589	education-professional	masters-degree	f	127868
e159986554	ict-technician	certificate-iv	f	120529
c198581955	construction-labourer	secondary-school	f	11102
c185945895	legislator	graduate-certificate	m	135430
g104396065	other-technician	advance-diploma	f	141396
d100635608	automotive-worker	diploma	m	81994
h130000645	other-worker	certificate-ii	f	92685
i180446551	other-worker	certificate-ii	f	73852
c156103816	farm-worker	senior-secondary-school	f	18775
a147568980	other-service-worker	certificate-ii	f	70787
a101568177	ict-technician	bachelor-degree	m	75814
g150273886	engineering-worker	diploma	f	56821
d152283460	part-time-worker	secondary-school	f	6165
h157652181	other-technician	advance-diploma	m	110501
f169361540	construction-worker	certificate-iv	f	60790
g159456891	other-technician	advance-diploma	f	82098
b173156256	ict-technician	advance-diploma	f	107130
b178566014	looking-for-employment	secondary-school	f	3642
c112616582	art-media-professional	advance-diploma	f	119405
b118250967	general-manager	doctoral-degree	f	148082
d157541965	ict-technician	diploma	f	114348
g129088605	farm-worker	secondary-school	m	18308
h129561062	ict-technician	bachelor-degree	m	130249
b162955162	other-service-worker	certificate-ii	f	31570
g166722356	other-technician	certificate-iv	f	102427
d176792562	other-technician	advance-diploma	m	148256
h158864326	automotive-worker	certificate-iii	m	69553
c151368872	un-employed	secondary-school	m	3137
b127112546	manager	masters-degree	f	163783
i164655234	other-technician	advance-diploma	f	107453
h125657557	other-technician	certificate-iii	f	117803
b167566225	ict-technician	certificate-iv	m	132441
b118026566	construction-worker	certificate-ii	m	98589
e106672251	personal-services-worker	certificate-ii	f	63444
f172772265	part-time-worker	secondary-school	m	5391
c125814369	legislator	masters-degree	m	177620
d163523816	general-manager	masters-degree	m	163924
g172846589	ict-professional	advance-diploma	f	130434
i120623592	ict-technician	bachelor-degree	m	107508
g193262514	clerks	certificate-i	m	39059
f162384503	other-technician	bachelor-degree	f	129241
g151320465	engineering-worker	diploma	f	60661
c186659293	automotive-worker	diploma	f	99770
i130364553	part-time-worker	secondary-school	f	5769
g106533546	taxi-driver	secondary-school	f	14621
a103393506	looking-for-employment	secondary-school	f	1319
e165383688	personal-services-worker	certificate-i	f	78153
f176405463	automotive-worker	diploma	f	76694
i150135604	ict-technician	certificate-iii	f	80430
b151693645	farm-worker	senior-secondary-school	f	16333
h156136252	education-professional	graduate-diploma	f	102272
g136674536	automotive-worker	certificate-iv	f	72448
b154307639	ict-professional	graduate-diploma	f	84775
a118736551	legislator	graduate-diploma	f	139780
g142856066	ict-technician	certificate-iv	f	80913
i126755747	legal-professional	doctoral-degree	m	135716
i178542656	machinary-driver	secondary-school	f	15925
g152626284	part-time-worker	secondary-school	f	8812
a116450803	ict-technician	advance-diploma	m	79879
b145613590	other-technician	bachelor-degree	f	136462
e126534325	ict-technician	bachelor-degree	f	77364
d125532624	health-professional	graduate-diploma	m	129181
a161146354	education-professional	graduate-certificate	m	81371
i185906545	other-worker	diploma	m	98320
g175468591	other-technician	certificate-iv	f	109785
g164658811	automotive-worker	diploma	f	50588
c165465688	ict-technician	bachelor-degree	f	126999
g155663845	clerical-worker	certificate-i	f	48877
e158806458	ict-professional	graduate-certificate	f	126754
a105119650	art-media-professional	doctoral-degree	f	121258
h173065564	legal-professional	advance-diploma	f	108346
d164552163	engineering-worker	certificate-iii	m	51270
b105685362	automotive-worker	diploma	f	59046
b115612684	automotive-worker	certificate-ii	f	91156
h126605700	legal-professional	advance-diploma	m	124863
g146943605	personal-assistant	senior-secondary-school	f	44180
h152655607	other-worker	diploma	f	59459
c164465366	ict-technician	advance-diploma	f	80476
h162659463	legislator	graduate-diploma	m	135915
g149135166	art-media-professional	advance-diploma	f	144532
a159556067	ict-technician	certificate-iii	f	128594
i171603805	cleaner	senior-secondary-school	f	12181
b108576109	other-technician	diploma	m	141502
g125456786	ict-technician	diploma	f	85597
e164476535	taxi-driver	senior-secondary-school	f	16318
e166567573	personal-services-worker	certificate-ii	m	33504
d147856299	clerical-worker	senior-secondary-school	m	41066
e196705510	ict-technician	diploma	f	133190
h145745692	ict-professional	bachelor-degree	f	96998
d127566730	cleaner	senior-secondary-school	m	12901
d167952165	ict-technician	certificate-iv	f	124082
d173018956	clerical-worker	certificate-i	f	36554
h161479895	general-manager	masters-degree	f	167502
d139058156	education-professional	bachelor-degree	f	86999
b109684259	other-technician	certificate-iii	f	99192
h111550865	education-professional	graduate-diploma	f	142345
a184572256	construction-worker	certificate-iii	m	86357
d127747586	ict-technician	certificate-iii	m	142295
b185142865	construction-labourer	secondary-school	f	19463
a106885520	education-professional	bachelor-degree	m	106352
h181856692	carer	certificate-ii	f	56883
g119565812	secretary	certificate-i	m	36646
g168825749	engineering-worker	certificate-ii	f	75232
b155543869	carer	certificate-ii	m	31285
a103969580	general-manager	graduate-diploma	f	144152
a110508689	other-technician	diploma	f	104587
f169831511	personal-services-worker	certificate-ii	f	37531
b171669513	clerks	certificate-i	m	38903
d194915062	secretary	certificate-i	f	32569
e135336519	ict-technician	bachelor-degree	f	78161
g155869332	other-technician	advance-diploma	f	71884
g153699627	automotive-worker	certificate-iii	f	67326
a144629965	other-technician	diploma	f	93113
h195556510	un-employed	secondary-school	m	3865
h152583962	other-technician	diploma	f	134916
a169141562	health-support-worker	certificate-ii	m	38979
h196359114	legal-professional	graduate-diploma	m	98943
f197855906	other-technician	bachelor-degree	m	126806
f177030573	clerks	certificate-i	m	44603
e170872905	ict-technician	diploma	m	120806
a130258571	general-manager	doctoral-degree	f	170942
b150214074	other-technician	diploma	m	107071
h175028105	construction-worker	certificate-ii	m	55266
i115089173	ict-professional	bachelor-degree	f	90365
d154109587	general-manager	graduate-certificate	f	100974
d102705615	farm-worker	senior-secondary-school	m	19641
e175026552	ict-professional	doctoral-degree	f	140909
g193506707	legal-professional	advance-diploma	f	85023
g153670255	other-technician	certificate-iv	m	76813
b168753047	manager	masters-degree	f	103080
d179709538	clerks	certificate-i	f	45079
a174577004	other-technician	certificate-iv	f	117588
a124150897	health-professional	graduate-certificate	m	120153
g173450892	art-media-professional	bachelor-degree	m	143037
d172104175	carer	certificate-ii	f	41507
h154610175	secretary	certificate-i	m	36128
b145172125	carer	certificate-ii	m	36767
c121553067	other-technician	certificate-iii	f	83217
f191567392	other-worker	certificate-iv	f	66833
f101870415	construction-worker	certificate-iv	m	83459
a165614734	ict-technician	bachelor-degree	f	125294
b147970591	taxi-driver	secondary-school	f	16398
b122159147	engineering-worker	certificate-iv	f	65080
i122515724	legislator	graduate-diploma	f	157580
i116975232	un-employed	secondary-school	f	2881
f115859746	ict-technician	bachelor-degree	m	92620
a107142527	other-service-worker	certificate-ii	m	61630
d111785876	legislator	graduate-certificate	f	165892
g159024227	carer	certificate-ii	f	68194
f103575052	automotive-worker	certificate-iii	f	59537
g128105297	manager	doctoral-degree	f	143043
i162719025	personal-services-worker	certificate-ii	f	73729
d159537723	manager	doctoral-degree	f	168631
h105682777	engineering-worker	diploma	f	55450
c170923935	clerical-worker	certificate-i	m	36679
i125203677	other-technician	advance-diploma	m	141176
g176243185	other-clerical-worker	senior-secondary-school	m	36320
c155572356	personal-assistant	certificate-i	f	35414
a197853973	carer	certificate-i	m	32422
c157547835	automotive-worker	diploma	f	70885
b153758579	other-technician	advance-diploma	f	80341
b178528134	taxi-driver	senior-secondary-school	f	17022
a105863739	factory-worker	senior-secondary-school	f	18957
d184539179	ict-technician	bachelor-degree	f	129672
e176892753	machinary-driver	secondary-school	f	10690
e195977933	ict-technician	certificate-iii	f	132046
i125476323	other-technician	certificate-iv	f	116613
c137756842	ict-technician	certificate-iv	f	82433
h154172315	other-service-worker	certificate-i	m	55306
i152847427	manager	graduate-diploma	f	176872
c173497591	construction-worker	certificate-iv	f	57143
g143579993	other-technician	advance-diploma	f	84404
c154327375	automotive-worker	diploma	f	55877
b147913557	other-labourer	secondary-school	f	10798
b184653557	ict-technician	certificate-iii	f	125373
d135754245	ict-professional	bachelor-degree	f	132090
e155587600	automotive-worker	certificate-iii	m	84990
a197251265	other-technician	diploma	m	119704
h157657000	clerks	certificate-i	m	40051
c151670577	ict-technician	advance-diploma	f	105540
i185787351	ict-professional	advance-diploma	f	81087
g157595393	automotive-worker	certificate-iii	f	51979
g165650947	other-labourer	secondary-school	f	15695
e109556756	clerks	senior-secondary-school	f	39943
c153604157	ict-technician	certificate-iii	f	79741
f152726880	clerks	senior-secondary-school	m	43282
g196855427	taxi-driver	senior-secondary-school	m	14477
b163730569	construction-worker	certificate-ii	f	61775
b164777254	clerical-worker	senior-secondary-school	f	33741
a195845676	construction-worker	certificate-iv	f	92747
b167757257	other-technician	diploma	f	103419
h197274568	ict-technician	advance-diploma	f	144786
d127828457	ict-technician	advance-diploma	f	107266
h178979285	ict-technician	bachelor-degree	f	108642
b145637725	carer	certificate-ii	m	31248
d175501376	other-technician	bachelor-degree	f	83828
c160077572	other-technician	certificate-iv	m	72965
b155777872	construction-labourer	senior-secondary-school	m	10310
a187765406	ict-technician	bachelor-degree	f	149616
f107357970	ict-technician	diploma	f	104639
e177950549	other-technician	certificate-iv	f	82585
a172858350	other-technician	advance-diploma	m	117708
f182175727	legal-professional	advance-diploma	m	121107
c178988254	ict-professional	advance-diploma	m	99388
b159377382	manager	graduate-certificate	f	152283
e148851725	ict-technician	diploma	m	142186
e176698854	health-professional	advance-diploma	m	127965
e165598875	secretary	senior-secondary-school	f	48102
b152738959	other-technician	certificate-iii	m	79489
a139506517	ict-technician	diploma	f	124498
c195687131	engineering-worker	certificate-ii	m	67644
g157159576	other-worker	certificate-iv	f	65707
f114917578	cleaner	senior-secondary-school	m	17856
b119597759	machinary-driver	senior-secondary-school	f	18264
b165397274	other-technician	diploma	m	106576
h194573294	other-technician	diploma	f	70893
d181758392	other-technician	advance-diploma	f	131997
c142895097	ict-technician	diploma	f	148234
d159777955	education-professional	advance-diploma	f	88452
i197367547	other-technician	certificate-iii	f	145750
g108505115	carer	certificate-ii	f	44634
f158015024	other-technician	advance-diploma	m	93917
i122850789	clerks	certificate-i	f	39093
f102452581	other-worker	diploma	f	62104
b172500886	factory-worker	secondary-school	f	13646
a185560029	other-labourer	senior-secondary-school	f	13288
d127095448	other-technician	certificate-iv	f	146637
h132008535	other-service-worker	certificate-ii	f	39219
h155087452	education-professional	bachelor-degree	m	111764
f150338561	ict-technician	certificate-iii	f	98837
a144601558	legislator	masters-degree	f	164068
e168086578	other-technician	certificate-iii	f	76109
c111805398	other-service-worker	certificate-i	f	35953
a168528117	clerks	senior-secondary-school	m	31742
a125835810	health-professional	advance-diploma	f	143190
a182520418	other-technician	advance-diploma	f	125671
g134185892	health-professional	advance-diploma	m	139626
d117833588	cleaner	secondary-school	m	11932
e159451484	general-manager	graduate-certificate	f	197414
c176518685	legal-professional	graduate-certificate	m	114717
f184519815	other-service-worker	certificate-ii	f	74121
g184116515	machinary-driver	senior-secondary-school	f	15351
d114745385	ict-technician	bachelor-degree	f	89496
g111859899	other-service-worker	certificate-i	m	49541
e106585112	farm-worker	secondary-school	m	14456
a128589168	factory-worker	senior-secondary-school	f	16484
c128423305	art-media-professional	bachelor-degree	f	111767
h185273358	other-worker	diploma	f	74817
b114548682	other-worker	certificate-ii	m	64623
c119892504	machinary-driver	secondary-school	m	19376
e194205894	general-manager	graduate-diploma	f	122566
a115354832	construction-worker	diploma	f	81268
e118665256	engineering-worker	certificate-iv	m	69759
d162958869	personal-services-worker	certificate-ii	f	57630
b179988825	automotive-worker	diploma	f	60164
h187952939	health-professional	graduate-certificate	m	93624
f190281559	general-manager	masters-degree	f	121245
b182095058	ict-technician	bachelor-degree	m	121357
i125595986	engineering-worker	diploma	f	70491
a189985274	ict-technician	certificate-iv	m	80577
a105309058	ict-technician	advance-diploma	f	104585
b165828935	automotive-worker	certificate-ii	f	94235
d135082684	secretary	senior-secondary-school	f	37534
h138401565	construction-worker	certificate-iii	f	89928
b152368488	ict-technician	certificate-iii	f	130599
g187484533	construction-worker	certificate-ii	f	54043
i103817458	other-technician	advance-diploma	f	149168
b133364358	ict-professional	graduate-certificate	f	100466
e147985193	ict-technician	certificate-iv	f	125885
g193895732	secretary	senior-secondary-school	f	45315
i131851677	other-service-worker	certificate-i	f	46717
e155863897	personal-services-worker	certificate-ii	f	73462
f188531399	casual-worker	secondary-school	f	6090
e183854778	taxi-driver	senior-secondary-school	f	11255
d128480151	construction-labourer	senior-secondary-school	f	11108
e138542388	other-clerical-worker	certificate-i	f	38367
c145158217	farm-worker	senior-secondary-school	f	13854
i153984542	other-technician	bachelor-degree	m	118498
e156810354	automotive-worker	diploma	f	97479
h135985464	engineering-worker	certificate-ii	f	85669
h164666583	construction-worker	certificate-iii	f	50427
c150444618	automotive-worker	certificate-iv	f	63222
b154386664	personal-assistant	certificate-i	f	34173
i158044157	other-worker	certificate-iii	m	80444
d108966754	ict-technician	diploma	f	111211
a148585548	health-professional	masters-degree	f	117776
c148059124	general-manager	graduate-certificate	m	185921
d115874199	other-worker	diploma	m	78115
c110565008	manager	graduate-certificate	m	135167
e115813581	shop-assistent	secondary-school	m	5187
f181325512	cleaner	senior-secondary-school	m	17195
e159580296	education-professional	advance-diploma	m	98110
e174538252	factory-worker	secondary-school	f	13238
g183359154	clerical-worker	certificate-i	f	40194
h182535558	construction-worker	certificate-iv	m	68871
f135855854	legal-professional	bachelor-degree	f	149269
e155458553	legal-professional	bachelor-degree	f	90906
f157678543	health-professional	advance-diploma	f	81075
i159585879	secretary	certificate-i	m	39696
i115989252	carer	certificate-i	m	71842
f151544839	art-media-professional	bachelor-degree	m	116733
g156849654	un-employed	secondary-school	m	3665
b176853368	ict-technician	advance-diploma	m	101514
f124106358	other-technician	bachelor-degree	f	143760
d160541858	personal-assistant	certificate-i	m	37271
d175112568	ict-technician	diploma	f	119311
h158848266	personal-assistant	senior-secondary-school	f	37499
c184563278	ict-professional	graduate-diploma	f	130124
g101287856	other-technician	bachelor-degree	m	87089
e174588655	cleaner	senior-secondary-school	f	14138
f187495253	engineering-worker	diploma	f	87381
e170237585	engineering-worker	certificate-iii	m	95844
a187953557	ict-technician	certificate-iii	m	134240
a177658047	secretary	certificate-i	f	43097
h148975822	art-media-professional	doctoral-degree	m	139419
g125887531	other-technician	advance-diploma	f	76049
f175386205	automotive-worker	certificate-iii	m	79085
e185857657	other-technician	bachelor-degree	f	88106
d158898870	engineering-worker	certificate-ii	m	89359
c117908578	machinary-driver	senior-secondary-school	m	13931
b198605780	ict-technician	diploma	m	70288
b118525843	personal-assistant	senior-secondary-school	m	43471
b189285234	legislator	graduate-certificate	f	198427
h158875323	other-clerical-worker	certificate-i	f	45876
a198458068	machinary-driver	senior-secondary-school	m	19638
e181071584	ict-technician	certificate-iii	f	74516
c129958858	construction-worker	certificate-iv	m	80710
i145548824	education-professional	advance-diploma	m	149500
i178105678	carer	certificate-ii	f	50910
f125887575	ict-technician	advance-diploma	f	118909
g155858980	health-professional	bachelor-degree	f	144978
d198215820	carer	certificate-i	f	65203
i115287986	legal-professional	bachelor-degree	f	99516
c189301526	chief-executive	graduate-certificate	m	173293
a101285975	clerical-worker	certificate-i	f	46535
g151848494	other-technician	advance-diploma	f	103466
a155891985	ict-professional	graduate-certificate	f	143592
c118899550	carer	certificate-i	m	59270
a118125790	construction-worker	certificate-iv	f	82366
d180591125	other-technician	certificate-iv	f	144777
c172597938	health-support-worker	certificate-ii	m	62257
h175159843	construction-worker	certificate-ii	f	91681
f198867655	clerical-worker	senior-secondary-school	f	32521
c158688906	ict-technician	bachelor-degree	m	102065
